Sentence,Sentiment,Translated_Sentence,Translated_Sentiment
"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",neutral,"Nome do Requerente: Jot Automation OY Nome do Inventor: Mammila Tuomo, Piirainen Mika e Kellokoski Mika Nº do Pedido : 2424-KOLNP-2008 ADData de depósito do Pedido : 16-06-2008 Data de Publicação : 30/01/2009",neutro
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,positive,Netflix aumenta esforços para criar clientes fiéis $NFLX https://t.co/5QXBkoBphe,positivo
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,"O índice OMX Nordic 40 OMXN40, que compreende as 40 ações nórdicas mais negociadas na bolsa Nasdaq OMX, fechou em queda de 0,87%, a 1.064,14 pontos, na quinta-feira.",negativo
$AAPL nibbling on a small long via 525.. buying off 13min charts..,positive,$AAPL mordiscando uma pequena compra via 525.. comprando gráficos de 13 minutos..,positivo
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative,"A margem operacional da divisão Aker Yards Cruise and Ferries caiu de 8,3% para 6,4% no primeiro trimestre de 2007.",negativo
"$TYC just about to break out to new highs, lots of technicals looking great right now.",positive,"$TYC prestes a atingir novos máximos, muitos dados técnicos parecem ótimos agora.",positivo
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",neutral,"Eero Katajavuori, atualmente Vice-Presidente do Grupo de Recursos Humanos, tirará um ano sabático a partir de 1º de outubro de 2010.",neutro
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",neutral,"O que há com $ LULU?  Os números pareciam bons, não ótimos, mas bons.  Acho que a teleconferência inspirará confiança.",neutro
The adjustment measures will be carried out in phases to secure the delivery capability .,neutral,As medidas de ajustamento serão realizadas em fases para garantir a capacidade de entrega.,neutro
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",neutral,"Alma Media Corporation Comunicado de imprensa 15 de março de 2010 TYRVAAN SANOMAT E PAIKALLISSANOMAT SENDO COMPRADOS POR SUOMEN PAIKALLISSANOMAT Dois jornais locais, Tyrvaan Sanomat e Paikallissanomat, publicados em Sastamala e seus municípios vizinhos, serão comprados por Suomen Paikallissanomat Oy.",neutro
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",negative,"Serão também implementadas demissões temporárias, que afectarão toda a força de trabalho.",negativo
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",neutral,"Uma reunião para a mídia e analistas será realizada no mesmo dia, às 10h30, na sede da Stonesoft em Helsinque, Italahdenkatu 22 A. O relatório provisório será apresentado pelo CEO da Stonesoft, Ilkka Hiidenheimo.",neutro
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",neutral,"A finlandesa Sampo-Rosenlew fabrica aproximadamente sete máquinas florestais mensalmente, e cerca de metade das máquinas são exportadas.",neutro
"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",positive,"O Facebook, perto de um ponto de compra na semana passada, enfrenta um teste técnico diferente hoje https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",positivo
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,"4 de fevereiro de 2011 - O provedor finlandês de sistemas de comunicação de dados em banda larga Teleste Oyj HEL: A TLT1V disse na quarta-feira que seu lucro líquido disparou para 4,8 milhões de euros em 2010, de 416.000 euros em 2009, e retirou sua proposta de dividendos.",positivo
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,positive,$FREE Ha Heeeeeere vem a bomba! Que bom que consegui 9K no final do dia! Prepare-se para o passeio de touro!,positivo
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive,"O grupo tecnológico finlandês Aspocomp Group Oyj (OMX Helsínquia: ACG1V) divulgou o seu relatório do terceiro trimestre na quinta-feira (13 de Novembro), registando um lucro operacional de 0,4 milhões de euros, em comparação com uma perda de 0,5 milhões de euros no terceiro trimestre de 2007. .",positivo
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",neutral,"O complexo de edifícios consiste em escritórios e espaços comerciais de alta qualidade, totalizando 49.200 metros quadrados, informou a empresa.",neutro
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,neutral,A seguradora finlandesa Fennia e o Grupo Kesko estão encerrando sua cooperação com clientes fiéis.,neutro
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,neutral,A unidade está prevista para estar operacional durante o segundo semestre de 2007 e em pleno funcionamento em 2008 .,neutro
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",neutral,A participação do ITG no negócio é estimada em cerca de 500 mil euros (627 mil dólares).,neutro
The plant is expected to enter commercial operation by mid-2009 .,neutral,A planta deverá entrar em operação comercial em meados de 2009.,neutro
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,neutral,A Aspo também investigou as oportunidades de vendas do negócio de eletrônicos da Kaukomarkkinat.,neutro
BG Group appoints new CEO one month early,neutral,BG Group nomeia novo CEO um mês antes,neutro
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,positive,A aquisição terá impacto positivo imediato no resultado financeiro da Aspocomp.,positivo
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative,"A taxa de ocupação de passageiros da Finnair, que mede o número de assentos vendidos como proporção de todos os assentos disponíveis, caiu 1,3 pontos percentuais, para 76,7% em setembro.",negativo
RT @bman1 $LNG looks primed also $EGHT poised to run too...,positive,RT @bman1 $LNG parece preparado também $EGHT pronto para funcionar também...,positivo
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,positive,"Também está 7,7% acima do preço médio ponderado pelo volume de 12 meses da ação.",positivo
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,neutral,"Dividendo da Coca - 3%. Dividendo do Google - 0%. Para renda passiva, a Coca aceita. $GOOG $KOhttps://t.co/QBsoWjxOST",neutro
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive,"O lucro antes de impostos foi de 5,4 milhões de euros, acima dos 3,6 milhões de euros do ano anterior.",positivo
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,neutral,"A subsidiária está montando uma instalação para fabricação de placas de circuito impresso ou PCBs de interconexão de alta densidade na zona econômica especial da Nokia em Sriperumbudur, perto de Chennai.",neutro
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,positive,As chamadas de $ CRM de 40 de setembro aumentaram 35% desde a entrada #BANG ​​http://stks.co/deDm,positivo
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,"Em Janeiro-Junho de 2010, o prejuízo diluído por acção situou-se em 0,3 euros versus 0,1 euros no primeiro semestre de 2009.",negativo
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,positive,A Rapala disse que estima que conseguirá poupanças de 1 a 2 milhões de euros por ano centralizando as suas operações francesas num único local.,positivo
$VMW  Got a nice push today following small sweepers of May C this morning,positive,$VMW recebeu um belo empurrão hoje após pequenos varredores de maio C esta manhã,positivo
That topped consensus forecasts for earnings of 0.21 euros a share .,positive,"Isso superou as previsões consensuais de lucro de 0,21 euros por ação.",positivo
R&D Loan ) .,neutral,Empréstimo para P&D).,neutro
"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",positive,"No futuro, a empresa pretende procurar know-how externo e cooperar com outros intervenientes do sector.",positivo
"You need to be ready when the window opens up , Rosberg said .",neutral,"Você precisa estar pronto quando a janela se abrir, disse Rosberg.",neutro
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,Mais de 50 mil toneladas de massa asfáltica serão utilizadas no contrato.,neutro
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral,"PA), JPMorgan Chase and Co (NYSE: JPM) e Pohjoa Bank são gestores líderes conjuntos no negócio sênior e sem garantia.",neutro
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,$ CTRP estourando aqui com bom volume e um sinal de compra do analisador. Notei isso nos comentários de Bob Langs procurando por 48 rápido,positivo
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",neutral,"As vendas na Finlândia diminuíram 10,5% em Janeiro, enquanto as vendas fora da Finlândia caíram 17%.",neutro
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative,A produção de pasta de papel na Kemij+ñrvi finlandesa também será liquidada e cerca de 1.100 funcionários perderão os seus empregos.,negativo
